"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses"
"90529/1001",90529,"35-39 years",9,37,"female","employed","No",NA,"Technicians and Trades Worker","Retail Trade",2021,"Greater Brisbane","30103101622",813.797668457031,"7"
"90529/1002",90529,"25-29 years",7,27,"female","employed","No",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2021,"Greater Brisbane","30103101622",1591.18872070312,"7"
"90529/1003",90529,"15-19 years",5,17,"female","employed","No",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","30103101622",659.454467773438,"7"
"90532/1000",90532,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",388.227874755859,"7"
"90532/1001",90532,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",498.595764160156,"7"
"90532/1002",90532,"40-44 years",10,42,"female","employed","Yes",NA,"Sales Workers","Health Care and Social Assistance",2021,"Greater Brisbane","30103101622",647.70849609375,"7"
"90533/1000",90533,"50-54 years",12,52,"male","employed","Yes",NA,"Managers","Construction",2021,"Greater Brisbane","30103101622",490.361968994141,"7"
"90536/1000",90536,"55-59 years",13,57,"female","employed","No","Part time","Professional","Professional, Scientific and Technical Services",2021,"Greater Brisbane","30103101622",568.320922851562,"7"
"90536/1001",90536,"60-64 years",14,62,"male","employed","No",NA,"Professional","Professional, Scientific and Technical Services",2021,"Greater Brisbane","30103101622",495.007934570312,"7"
"90536/1004",90536,"20-24 years",6,22,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",964.146118164062,"7"
"90537/1000",90537,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",319.961029052734,"7"
"90537/1001",90537,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",410.921569824219,"7"
"90538/1000",90538,"45-49 years",11,47,"female","employed","No",NA,"Professional","Arts and Recreation Services",2021,"Greater Brisbane","30103101622",661.040344238281,"7"
"90538/1001",90538,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","30103101622",549.466125488281,"7"
"90538/1002",90538,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",609.817321777344,"7"
"90539/1000",90539,"55-59 years",13,57,"male","employed","Yes",NA,"Machinery Operators and Drivers","Construction",2021,"Greater Brisbane","30103101622",532.142456054688,"7"
"90539/1001",90539,"55-59 years",13,57,"female","employed","Yes",NA,"Clerical and Administrative Worker","Professional, Scientific and Technical Services",2021,"Greater Brisbane","30103101622",504.977630615234,"7"
"90539/1002",90539,"25-29 years",7,27,"male","employed","Yes",NA,"Clerical and Administrative Worker","Professional, Scientific and Technical Services",2021,"Greater Brisbane","30103101622",1056.84216308594,"7"
"90539/1003",90539,"25-29 years",7,27,"female","employed","Yes",NA,"Community and Personal Service Workers","Other Services",2021,"Greater Brisbane","30103101622",1102.109375,"7"
"90542/1000",90542,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",444.963592529297,"7"
"90543/1000",90543,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",304.822784423828,"7"
"90543/1001",90543,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",351.451293945312,"7"
"90544/1000",90544,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",368.036743164062,"7"
"90544/1001",90544,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",410.921569824219,"7"
"90546/1000",90546,"65-69 years",15,67,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane","30103101622",330.075256347656,"7"
"90547/1000",90547,"40-44 years",10,42,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",513.975341796875,"7"
"90547/1001",90547,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30103101622",666.033386230469,"7"
"90548/1000",90548,"35-39 years",9,37,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","30103101622",754.537231445312,"7"
"90548/1001",90548,"30-34 years",8,32,"female","employed","No",NA,"Professional","Information Media and Telecommunications",2021,"Greater Brisbane","30103101622",808.138244628906,"7"
"90553/1000",90553,"30-34 years",8,32,"male","employed","Yes",NA,"Clerical and Administrative Worker","Mining",2021,"Greater Brisbane","31106133202",139.366546630859,"7"
"90553/1001",90553,"35-39 years",9,37,"female","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2021,"Greater Brisbane","31106133202",140.541229248047,"7"
"90554/1000",90554,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",105.949317932129,"7"
"90556/1000",90556,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",168.542846679688,"7"
"90557/1000",90557,"60-64 years",14,62,"female","employed","Yes",NA,"Professional","Professional, Scientific and Technical Services",2021,"Greater Brisbane","31106133202",204.986328125,"7"
"90559/1000",90559,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",102.54719543457,"7"
"90559/1001",90559,"55-59 years",13,57,"female","employed","Yes",NA,"Clerical and Administrative Worker","Rental, Hiring and Real Estate Services",2021,"Greater Brisbane","31106133202",124.50057220459,"7"
"90560/1000",90560,"45-49 years",11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",127.12606048584,"7"
"90560/1001",90560,"35-39 years",9,37,"female","employed","Yes",NA,"Managers","Construction",2021,"Greater Brisbane","31106133202",140.541229248047,"7"
"90563/1000",90563,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",279.047119140625,"7"
"90564/1000",90564,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",105.949317932129,"7"
"90567/1000",90567,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",239.609786987305,"7"
"90568/1000",90568,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",123.979629516602,"7"
"90568/1001",90568,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",129.623992919922,"7"
"90569/1000",90569,"40-44 years",10,42,"male","employed","Yes",NA,"Labourers","Retail Trade",2021,"Greater Brisbane","31106133202",260.673889160156,"7"
"90570/1000",90570,"55-59 years",13,57,"female","employed","No",NA,"Professional","Education and Training",2021,"Greater Brisbane","31106133202",124.50057220459,"7"
"90570/1001",90570,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",194.481582641602,"7"
"90571/1000",90571,"30-34 years",8,32,"female","unemployed","No","Part time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",333.578796386719,"7"
"90571/1001",90571,"30-34 years",8,32,"male","employed","Yes",NA,"Technicians and Trades Worker","Information Media and Telecommunications",2021,"Greater Brisbane","31106133202",243.462539672852,"7"
"90572/1000",90572,"30-34 years",8,32,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","31106133202",139.366546630859,"7"
"90572/1001",90572,"25-29 years",7,27,"female","employed","Yes",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane","31106133202",178.791854858398,"7"
"90573/1000",90573,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",190.952270507812,"7"
"90575/1000",90575,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","31106133202",117.728157043457,"7"
"90575/1001",90575,"50-54 years",12,52,"female","employed","Yes",NA,"Clerical and Administrative Worker","Other Services",2021,"Greater Brisbane","31106133202",120.97093963623,"7"
"90576/1000",90576,"50-54 years",12,52,"male","employed","Yes",NA,"Labourers","Construction",2021,"Greater Brisbane","31106133202",249.704925537109,"7"
"90576/1001",90576,"50-54 years",12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",256.582946777344,"7"
"90576/1002",90576,"20-24 years",6,22,"female","employed","Yes",NA,"Clerical and Administrative Worker","Accommodation and Food Services",2021,"Greater Brisbane","31106133202",305.028106689453,"7"
"90576/1003",90576,"20-24 years",6,22,"male","employed","No",NA,"Community and Personal Service Workers","Accommodation and Food Services",2021,"Greater Brisbane","31106133202",288.192535400391,"7"
"90576/1004",90576,"15-19 years",5,17,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",317.808868408203,"7"
"90576/1005",90576,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",282.893920898438,"7"
"90578/1000",90578,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31106133202",279.047119140625,"7"
"90578/1001",90578,"35-39 years",9,37,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","31106133202",217.276641845703,"7"
"90581/1000",90581,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2021,"Greater Brisbane","30102101315",117.237274169922,"4"
"90581/1003",90581,"50-54 years",12,52,"female","employed","Yes",NA,"Labourers","Manufacturing",2021,"Greater Brisbane","30102101315",69.2914581298828,"4"
"90582/1000",90582,"85-89 years",19,87,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",58.805492401123,"4"
"90583/1000",90583,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",68.7407379150391,"4"
"90583/1001",90583,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",74.8938827514648,"4"
"90584/1000",90584,"55-59 years",13,57,"female","employed","Yes",NA,"Sales Workers","Financial and Insurance Services",2021,"Greater Brisbane","30102101315",145.776504516602,"4"
"90584/1002",90584,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",171.336227416992,"4"
"90586/1000",90586,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",106.075881958008,"4"
"90589/1000",90589,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",86.5198974609375,"4"
"90589/1001",90589,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",68.7407379150391,"4"
"90590/1000",90590,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",126.074600219727,"4"
"90590/1001",90590,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",133.418899536133,"4"
"90590/1002",90590,"85-89 years",19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",64.0561752319336,"4"
"90590/1003",90590,"95-99 years",19,97,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",67.6445236206055,"4"
"90591/1000",90591,"40-44 years",10,42,"male","employed","Yes",NA,"Managers","Construction",2021,"Greater Brisbane","30102101315",162.067153930664,"4"
"90591/1001",90591,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",136.559432983398,"4"
"90591/1002",90591,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",217.791061401367,"4"
"90592/1000",90592,"55-59 years",13,57,"female","employed","Yes",NA,"Professional","Mining",2021,"Greater Brisbane","30102101315",120.31526184082,"4"
"90594/1000",90594,"65-69 years",15,67,"male","employed","Yes","Part time","Managers","Construction",2021,"Greater Brisbane","30102101315",133.418899536133,"4"
"90594/1001",90594,"35-39 years",9,37,"female","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2021,"Greater Brisbane","30102101315",101.994979858398,"4"
"90595/1000",90595,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",94.8731231689453,"4"
"90596/1000",90596,"50-54 years",12,52,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane","30102101315",69.2914581298828,"4"
"90596/1001",90596,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",79.6506423950195,"4"
"90597/1000",90597,"35-39 years",9,37,"female","employed","No",NA,"Clerical and Administrative Worker","Administrative and Support Services",2021,"Greater Brisbane","30102101315",69.9950256347656,"4"
"90597/1001",90597,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane","30102101315",66.6014175415039,"4"
"90598/1000",90598,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",109.600570678711,"4"
"90599/1000",90599,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",86.5198974609375,"4"
"90599/1001",90599,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30102101315",68.7407379150391,"4"
