"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_base","walk_scen","walk_base_min"
"83600/1000",83600,"40-44 years",10,42,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157934,336.650360107422,8,8.75,58.86,0,0,0,0,0,0,0,0,8.75,58.86,0,0,0,0,0,0,0,0,"No","No","No"
"83600/1001",83600,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane",31402157934,294.340179443359,8,7.58333333333333,25.02,0,0,0,0,0,0,0,0,7.58333333333333,25.02,0,0,0,0,0,0,0,0,"No","No","No"
"83600/1002",83600,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157934,243.971801757812,8,4.66666666666667,29.43,0,0,0,0,0,0,0,0,4.66666666666667,29.43,0,0,0,0,0,0,0,0,"No","No","No"
"83602/1000",83602,"45-49 years",11,47,"male","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane",31402157934,241.737762451172,8,4.66666666666667,37.03,0,0,0,0,0,0,0,0,4.66666666666667,37.03,0,0,0,0,0,0,0,0,"No","No","No"
"83603/1000",83603,"35-39 years",9,37,"male","employed","Yes","Part time","Professional","Financial and Insurance Services",2020,"Greater Brisbane",31402157934,253.730651855469,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83603/1001",83603,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157934,234.266296386719,8,3.85,12.7,0,0,0,0,0,0,0,0,0,0,7.6825,4.39,0,0,0,0,5.28818181818182,8.31,"No","Yes","No"
"83605/1000",83605,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157934,146.185394287109,8,2.33333333333333,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12363636363636,6.48,"No","No","No"
"83605/1001",83605,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157934,181.604446411133,8,2.33333333333333,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12363636363636,6.48,"No","No","No"
"83608/1000",83608,"60-64 years",14,62,"male","employed","Yes",NA,"Professional","Transport, Postal and Warehousing",2020,"Greater Brisbane",31402157934,182.576873779297,8,8.75,61.86,0,0,0,0,0,0,0,0,8.75,61.86,0,0,0,0,0,0,0,0,"No","No","No"
"83609/1000",83609,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157934,234.266296386719,8,4.66666666666667,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85454545454545,9.2,"No","No","No"
"83609/1001",83609,"35-39 years",9,37,"male","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane",31402157934,253.730651855469,8,3.5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94545454545455,6.2,"No","No","No"
"83611/1000",83611,"60-64 years",14,62,"female","employed","No",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane",31402157934,156.893493652344,8,8.16666666666667,44.24,0,0,0,0,0,0,0,0,8.16666666666667,44.24,0,0,0,0,0,0,0,0,"No","No","No"
"83611/1001",83611,"60-64 years",14,62,"female","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2020,"Greater Brisbane",31402157934,156.893493652344,8,2.33333333333333,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79909090909091,5.97,"No","No","No"
"83612/1000",83612,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane",31402157934,589.546936035156,8,3.5,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64636363636364,5.73,"No","No","No"
"83612/1001",83612,"20-24 years",6,22,"female","employed","No",NA,"Labourers","Retail Trade",2020,"Greater Brisbane",31402157934,492.016418457031,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83614/1000",83614,"45-49 years",11,47,"female","employed","Yes","Part time","Community and Personal Service Workers","Public Administration and Safety",2020,"Greater Brisbane",31402157934,235.698928833008,8,12.25,59.52,0,0,0,0,0,0,0,0,12.25,59.52,0,0,0,0,0,0,0,0,"No","No","No"
"83615/1000",83615,"25-29 years",7,27,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane",31402157934,358.802307128906,8,7.93333333333333,44.57,0,0,0,0,0,0,0,0,6.76666666666667,38.61,0,0,0,0,0,0,3.79272727272727,5.96,"No","No","No"
"83615/1001",83615,"30-34 years",8,32,"male","employed","Yes","Full time","Community and Personal Service Workers","Other Services",2020,"Greater Brisbane",31402157934,286.1357421875,8,12.8333333333333,58.85,0,0,0,0,0,0,0,0,12.8333333333333,58.85,0,0,0,0,0,0,0,0,"No","No","No"
"83616/1000",83616,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Construction",2020,"Greater Brisbane",31402157934,415.868316650391,8,14,140.04,0,0,0,0,0,0,0,0,14,140.04,0,0,0,0,0,0,0,0,"No","No","No"
"83616/1001",83616,"50-54 years",12,52,"female","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane",31402157934,308.720367431641,8,7,34.92,0,0,0,0,0,0,0,0,7,34.92,0,0,0,0,0,0,0,0,"No","No","No"
"83616/1002",83616,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157934,571.256774902344,8,0,0,0,0,7,29.45,0,0,0,0,0,0,0,0,7,29.45,0,0,0,0,"No","No","No"
"83617/1000",83617,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157934,242.680282592773,8,2.33333333333333,10.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86636363636364,10.79,"No","No","No"
"83619/1000",83619,"45-49 years",11,47,"male","employed","Yes",NA,"Clerical and Administrative Worker","Information Media and Telecommunications",2020,"Greater Brisbane",31402157934,412.569610595703,8,6.88333333333333,33.85,0,0,0,0,0,0,0,0,6.88333333333333,33.85,0,0,0,0,0,0,0,0,"No","No","No"
"83619/1001",83619,"40-44 years",10,42,"female","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane",31402157934,460.510681152344,8,4.66666666666667,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79636363636364,10.68,"No","No","No"
"83620/1000",83620,"55-59 years",13,57,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane",31402157934,285.437072753906,8,6.41666666666667,24.59,0,0,0,0,0,0,0,0,6.41666666666667,24.59,0,0,0,0,0,0,0,0,"No","No","No"
"83620/1001",83620,"60-64 years",14,62,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane",31402157934,227.791702270508,8,11.9,75.78,0,0,0,0,0,0,0,0,11.9,75.78,0,0,0,0,0,0,0,0,"No","No","No"
"83620/1002",83620,"35-39 years",9,37,"female","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane",31402157934,234.266296386719,8,4.66666666666667,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58909090909091,5.64,"No","No","No"
"83621/1000",83621,"50-54 years",12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30103102106,449.832550048828,4,0.933333333333333,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,7.15,"No","No","No"
"83621/1001",83621,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30103102106,502.585662841797,4,0,0,1.16666666666667,1.9,0,0,0,0,0,0,0,0,1.16666666666667,1.9,0,0,0,0,0,0,"Yes","Yes","No"
"83623/1000",83623,"60-64 years",14,62,"male","employed","Yes",NA,"Labourers","Construction",2020,"Greater Brisbane",30103102106,441.761657714844,4,10.5,50.58,0,0,0,0,0,0,0,0,10.5,50.58,0,0,0,0,0,0,0,0,"No","No","No"
"83626/1000",83626,"30-34 years",8,32,"male","employed","Yes",NA,"Professional","Public Administration and Safety",2020,"Greater Brisbane",30103102106,825.542541503906,4,7.58333333333333,26.84,0,0,0,0,0,0,0,0,6.41666666666667,23.29,0,0,0,0,0,0,2.25909090909091,3.55,"No","No","No"
"83626/1001",83626,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane",30103102106,522.818908691406,4,7,31.13,0,0,0,0,0,0,0,0,7,31.13,0,0,0,0,0,0,0,0,"No","No","No"
"83630/1000",83630,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30103102106,319.961029052734,4,17.5,55.3,0,0,0,0,0,0,0,0,14,50.52,1.47,0.84,0,0,0,0,2.50727272727273,3.94,"No","Yes","No"
"83630/1001",83630,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30103102106,410.921569824219,4,17.5,55.3,0,0,0,0,0,0,0,0,14,50.52,1.47,0.84,0,0,0,0,2.50727272727273,3.94,"No","Yes","No"
"83632/1000",83632,"50-54 years",12,52,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30103102106,490.361968994141,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83634/1000",83634,"30-34 years",8,32,"male","employed","Yes",NA,"Community and Personal Service Workers","Public Administration and Safety",2020,"Greater Brisbane",30103102106,825.542541503906,4,4.66666666666667,18.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0463636363636,18.93,"No","No","No"
"83634/1001",83634,"25-29 years",7,27,"female","employed","Yes",NA,"Clerical and Administrative Worker","Arts and Recreation Services",2020,"Greater Brisbane",30103102106,1022.24871826172,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83636/1000",83636,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30103102106,445.019683837891,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83641/1000",83641,"25-29 years",7,27,"female","employed","No",NA,"Technicians and Trades Worker","Arts and Recreation Services",2020,"Greater Brisbane",30103102106,1106.93493652344,4,7.58333333333333,36.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9218181818182,36.02,"No","No","No"
"83642/1000",83642,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30103102106,330.075256347656,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83646/1000",83646,"25-29 years",7,27,"female","employed","Yes",NA,"Clerical and Administrative Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane",30103102106,1240.35559082031,4,7.7,23.82,0,0,0,0,0,0,0,0,7,21.44,4.165,2.38,0,0,0,0,0,0,"No","Yes","No"
"83648/1000",83648,"55-59 years",13,57,"female","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2020,"Greater Brisbane",30103102106,568.320922851562,4,8.16666666666667,31.91,0,0,0,0,0,0,0,0,8.16666666666667,31.91,0,0,0,0,0,0,0,0,"No","No","No"
"83648/1001",83648,"20-24 years",6,22,"male","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2020,"Greater Brisbane",30103102106,1088.4951171875,4,4.66666666666667,15.66,1.4,1.11,5.25,15.73,0,0,0,0,4.66666666666667,15.66,1.4,1.11,5.25,15.73,0,0,0,0,"Yes","Yes","No"
"83648/1002",83648,"20-24 years",6,22,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane",30103102106,964.146118164062,4,7.58333333333333,37.73,0,0,0,0,0,0,0,0,7.58333333333333,37.73,0,0,0,0,0,0,0,0,"No","No","No"
"83650/1000",83650,"60-64 years",14,62,"male","employed","No",NA,"Managers","Transport, Postal and Warehousing",2020,"Greater Brisbane",30103102106,441.761657714844,4,0,0,0,0,0,0,1.75,6.5,0,0,0,0,0,0,0,0,1.75,6.5,0,0,"No","No","No"
"83651/1000",83651,"85-89 years",19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,364.267669677734,10,2.33333333333333,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04545454545454,9.5,"No","No","No"
"83651/1001",83651,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,551.077331542969,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83652/1000",83652,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane",30202102731,754.537231445312,10,7,26.28,0,0,0,0,0,0,0,0,7,26.28,0,0,0,0,0,0,0,0,"No","No","No"
"83652/1001",83652,"35-39 years",9,37,"female","employed","No","Full time","Professional","Arts and Recreation Services",2020,"Greater Brisbane",30202102731,634.367553710938,10,11.6666666666667,49.07,0,0,0,0,0,0,0,0,11.6666666666667,49.07,0,0,0,0,0,0,0,0,"No","No","No"
"83654/1000",83654,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,563.662841796875,10,6.41666666666667,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87090909090909,13.94,"No","No","No"
"83654/1001",83654,"35-39 years",9,37,"male","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane",30202102731,670.438781738281,10,7,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.29090909090909,14.6,"No","No","No"
"83655/1000",83655,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,531.132019042969,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83655/1001",83655,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,495.007934570312,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83655/1002",83655,"55-59 years",13,57,"male","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane",30202102731,598.893310546875,10,3.5,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42272727272727,6.95,"No","No","No"
"83657/1000",83657,"60-64 years",14,62,"male","employed","Yes",NA,"Professional","Transport, Postal and Warehousing",2020,"Greater Brisbane",30202102731,407.964630126953,10,19.8333333333333,76.69,5.83333333333333,3.52,0,0,0,0,0,0,19.8333333333333,76.69,5.83333333333333,3.52,0,0,0,0,0,0,"Yes","Yes","Yes"
"83657/1001",83657,"60-64 years",14,62,"female","employed","Yes",NA,"Professional","Financial and Insurance Services",2020,"Greater Brisbane",30202102731,437.736572265625,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83660/1000",83660,"60-64 years",14,62,"female","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane",30202102731,437.736572265625,10,7,43.16,0,0,0,0,0,0,0,0,7,43.16,0,0,0,0,0,0,0,0,"No","No","No"
"83660/1001",83660,"65-69 years",15,67,"male","employed","Yes",NA,"Technicians and Trades Worker","Health Care and Social Assistance",2020,"Greater Brisbane",30202102731,351.451293945312,10,7,43.16,3.5,1.18,0,0,0,0,0,0,7,43.16,3.5,1.18,0,0,0,0,0,0,"Yes","Yes","Yes"
"83661/1000",83661,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,410.973388671875,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83661/1001",83661,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,319.961029052734,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83662/1000",83662,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,491.522796630859,10,2.33333333333333,4.19,3.85,2.25,28,56.23,0,0,0,0,0,0,3.85,2.25,28,56.23,0,0,2.66636363636364,4.19,"Yes","Yes","Yes"
"83662/1001",83662,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,551.077331542969,10,2.33333333333333,4.19,3.85,2.25,28,56.23,0,0,0,0,0,0,3.85,2.25,28,56.23,0,0,2.66636363636364,4.19,"Yes","Yes","Yes"
"83666/1000",83666,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,443.023803710938,10,15.75,40.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0527272727273,40.94,"No","No","No"
"83666/1001",83666,"35-39 years",9,37,"male","employed","No",NA,"Community and Personal Service Workers","Retail Trade",2020,"Greater Brisbane",30202102731,670.438781738281,10,7,19.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6763636363636,19.92,"No","No","No"
"83666/1002",83666,"30-34 years",8,32,"female","employed","No","Full time","Clerical and Administrative Worker","Education and Training",2020,"Greater Brisbane",30202102731,718.065612792969,10,8.75,27.47,0,0,0,0,0,0,0,0,7,21.2,0,0,0,0,0,0,3.99,6.27,"No","No","No"
"83666/1003",83666,"70-74 years",16,72,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2020,"Greater Brisbane",30202102731,396.788726806641,10,12.25,37.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7554545454545,37.33,"No","No","No"
"83667/1000",83667,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,368.036743164062,10,5.83333333333333,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,19.36,"No","No","No"
"83667/1001",83667,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,304.822784423828,10,2.91666666666667,3.93,0,0,0,0,0,0,0,0,0,0,6.8775,3.93,0,0,0,0,0,0,"No","Yes","No"
"83671/1000",83671,"50-54 years",12,52,"male","employed","Yes",NA,"Managers","Financial and Insurance Services",2020,"Greater Brisbane",30202102731,549.466125488281,10,13.8833333333333,49.72,0,0,0,0,0,0,0,0,5.95,22.83,0,0,0,0,0,0,17.1118181818182,26.89,"No","No","No"
"83671/1001",83671,"45-49 years",11,47,"female","employed","No",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane",30202102731,661.040344238281,10,3.5,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82454545454545,6.01,"No","No","No"
"83671/1002",83671,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,514.0546875,10,3.5,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21090909090909,9.76,"No","No","No"
"83673/1000",83673,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Transport, Postal and Warehousing",2020,"Greater Brisbane",30202102731,670.438781738281,10,5.25,32.64,0,0,0,0,0,0,0,0,5.25,32.64,0,0,0,0,0,0,0,0,"No","No","No"
"83673/1001",83673,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane",30202102731,563.662841796875,10,9.33333333333333,22.67,0,0,0,0,0,0,0,0,0,0,6.2825,3.59,0,0,0,0,12.1418181818182,19.08,"No","Yes","No"
"83674/1000",83674,"65-69 years",15,67,"male","employed","Yes","Part time","Technicians and Trades Worker","Other Services",2020,"Greater Brisbane",30202102731,351.451293945312,10,15.5166666666667,81.78,0,0,0,0,0,0,0,0,8.16666666666667,59.23,0,0,0,0,0,0,14.35,22.55,"No","No","No"
"83674/1001",83674,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,304.822784423828,10,16.5666666666667,47.05,1.16666666666667,0.57,0,0,0,0,0,0,0,0,2.02416666666667,1.06,0,0,0,0,29.6290909090909,46.56,"Yes","Yes","No"
"83677/1000",83677,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,319.961029052734,10,10.3833333333333,57.52,4.66666666666667,2.88,0,0,0,0,0,0,8.63333333333333,52.12,4.66666666666667,2.88,0,0,0,0,3.43636363636364,5.4,"Yes","Yes","Yes"
"83677/1001",83677,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,410.973388671875,10,10.3833333333333,57.52,0,0,0,0,0,0,0,0,8.63333333333333,52.12,0,0,0,0,0,0,3.43636363636364,5.4,"No","No","No"
"83678/1000",83678,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30202102731,330.075256347656,10,13.5333333333333,56.4,3.73333333333333,0.72,0,0,0,0,0,0,12.3666666666667,53.22,3.73333333333333,0.72,0,0,0,0,2.02363636363636,3.18,"Yes","Yes","Yes"
"83680/1000",83680,"45-49 years",11,47,"female","employed","Yes",NA,"Professional","Public Administration and Safety",2020,"Greater Brisbane",30202102731,587.36279296875,10,0,0,5.71666666666667,4.12,6.41666666666667,19.75,0,0,0,0,0,0,5.71666666666667,4.12,6.41666666666667,19.75,0,0,0,0,"Yes","Yes","Yes"
"83680/1001",83680,"45-49 years",11,47,"male","employed","Yes",NA,"Technicians and Trades Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane",30202102731,490.858123779297,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
